,FC_EMBIG,FC_EMBIG_DZ,FC_EMBIG_AO,FC_EMBIG_AR,FC_EMBIG_AM,FC_EMBIG_AZ,FC_EMBIG_BH,FC_EMBIG_BB_CTRY,FC_EMBIG_BY,FC_EMBIG_BZ,FC_EMBIG_BJ,FC_EMBIG_BO,FC_EMBIG_BR,FC_EMBIG_BG,FC_EMBIG_CM,FC_EMBIG_CL,FC_EMBIG_CN,FC_EMBIG_CO,FC_EMBIG_CR,FC_EMBIG_CI,FC_EMBIG_HR,FC_EMBIG_DO,FC_EMBIG_EC,FC_EMBIG_EG,FC_EMBIG_SV,FC_EMBIG_ET,FC_EMBIG_GA,FC_EMBIG_GE,FC_EMBIG_GH,FC_EMBIG_GR,FC_EMBIG_GT,FC_EMBIG_HN,FC_EMBIG_HU,FC_EMBIG_IN,FC_EMBIG_ID,FC_EMBIG_IQ,FC_EMBIG_JM,FC_EMBIG_JO,FC_EMBIG_KZ,FC_EMBIG_KE,FC_EMBIG_KW,FC_EMBIG_LV,FC_EMBIG_LB,FC_EMBIG_LT,FC_EMBIG_MY,FC_EMBIG_MV,FC_EMBIG_MX,FC_EMBIG_MN,FC_EMBIG_ME,FC_EMBIG_MA,FC_EMBIG_MZ,FC_EMBIG_NA,FC_EMBIG_NG,FC_EMBIG_OM,FC_EMBIG_PK,FC_EMBIG_PA,FC_EMBIG_PG,FC_EMBIG_PY,FC_EMBIG_PE,FC_EMBIG_PH,FC_EMBIG_PL,FC_EMBIG_QA,FC_EMBIG_RO,FC_EMBIG_RU,FC_EMBIG_RW,FC_EMBIG_SA,FC_EMBIG_SN,FC_EMBIG_CS,FC_EMBIG_SK,FC_EMBIG_ZA,FC_EMBIG_KR,FC_EMBIG_LK,FC_EMBIG_SR,FC_EMBIG_TJ,FC_EMBIG_TZ,FC_EMBIG_TH,FC_EMBIG_TT,FC_EMBIG_TN,FC_EMBIG_TR,FC_EMBIG_AE,FC_EMBIG_UA,FC_EMBIG_UY,FC_EMBIG_UZ,FC_EMBIG_VE,FC_EMBIG_VN,FC_EMBIG_ZM
30-Apr-21,100,0,1.136286899,1.122492914,0.229728383,0.910988887,2.643481022,0.071341392,0.496324406,0.029376497,0,0.257473926,3.003987718,0,0.115119603,2.830741936,4.276110433,2.830182728,0.807933084,0.386230235,0.565956606,2.657645103,1.513801315,2.627857336,1.027682431,0.130440604,0.341910552,0.137938292,1.785510744,0,0.758184463,0.261334045,1.071628966,0.71656521,4.531096234,0.443473453,0.79521083,0.671697101,2.463214113,0.90269911,0.663363656,0,0.253642429,0.211575587,2.648406427,0,4.825915949,0.473679956,0,0.700937895,0.098727123,0.104953579,1.507541408,2.663090895,0.921991043,2.788092308,0.068684051,0.80634382,2.73791744,3.045059459,1.244835331,3.416644852,1.457113158,3.337743581,0,3.78444973,0.363832164,0.148007365,0.210656742,2.570359074,0,1.149057607,0.049303871,0.056669972,0,0,0.458511776,0.125791108,3.427787507,3.780376758,2.480560534,2.253492642,0.220820382,5.73379E-13,0.151014104,0.241402143
28-May-21,100,0,1.110256346,1.16747424,0.23012283,0.905343354,2.61385593,0.070799486,0.47357525,0.028949364,0,0.253327987,3.02185074,0,0.112527574,2.812913809,4.284469956,2.749398807,0.811932432,0.384309476,0.55969155,2.617860982,1.552721757,2.657837681,0.979106451,0.124941371,0.33936552,0.137776191,1.781046,0,0.744063721,0.258503336,1.055190221,0.714603152,4.516836594,0.440591351,0.788880575,0.669068798,2.517686519,0.901098278,0.65719742,0,0.262650443,0.209322046,2.632338551,0,4.835503963,0.46879337,0,0.699467861,0.096961836,0.105205602,1.482514522,2.633237547,0.912512305,2.774294255,0.063825751,0.807700503,2.693561722,3.027625065,1.231499393,3.445316541,1.459079837,3.326327467,0,3.824264562,0.361698942,0.146614571,0.204204306,2.61629226,0,1.200320993,0.048559076,0.059477379,0,0,0.453359218,0.126768681,3.460659597,3.789737342,2.545337287,2.329903061,0.216750454,5.65611E-13,0.146090792,0.257047853
30-Jun-21,100,0,1.086783769,1.119571303,0.231582885,0.897887131,2.617566674,0.070060573,0.454632662,0.029171641,0,0.252258088,3.018701725,0,0.114665069,2.869859826,4.301938449,2.785217139,0.798686278,0.367173412,0.550763533,2.614849966,1.50540991,2.615906821,0.893124335,0.119325737,0.332818636,0.13105495,1.747317667,0,0.735905204,0.252766692,1.043476831,0.708089164,4.613151305,0.437210156,0.780647749,0.663844411,2.499244889,1.009191474,0.653031376,0,0.247109942,0.206276237,2.661418286,0,4.846413148,0.462126589,0,0.683420331,0.099884594,0.105088917,1.459567192,2.6777235,0.887302546,2.806966328,0.066027473,0.812251017,2.749821354,3.032093046,1.21270685,3.466547196,1.454655387,3.312703862,0,3.867131714,0.283581066,0.147232461,0.201291502,2.616643006,0,1.115466941,0.044099385,0.060389669,0,0,0.443993915,0.123348578,3.560900299,3.883827162,2.537300769,2.338364309,0.214901005,5.38882E-13,0.143972952,0.244564042
30-Jul-21,100,0,1.07337825,1.16742548,0.225529029,0.873073679,2.618371202,0.068298967,0.452611067,0.028733084,0,0.245470374,3.054205231,0,0,2.967908925,4.483475916,2.79438566,0.786563769,0.364640066,0.530680916,2.621657565,1.481697231,2.62262024,0.819632928,0.112927475,0.325022655,0.12821234,1.680703182,0,0.711660914,0.244346771,1.024555049,0.687320214,4.713669868,0.394815143,0.752965768,0.634273138,2.425535767,0.989178813,0.638167624,0,0.229507486,0,2.703023088,0,4.922787417,0.431276224,0,0.671009559,0.098090901,0.102282558,1.416466914,2.701591243,1.050675243,2.853083475,0.064610038,0.794176133,2.728691131,3.079310609,1.178709872,3.720706934,1.145747481,3.386980102,0,3.934057536,0.280032917,0.143856498,0.195974496,2.642327783,0,1.05800846,0.043655111,0.059416491,0,0,0.433741348,0.106539915,3.591944216,3.98013646,2.564229023,2.270805851,0.288027076,5.37357E-13,0.14076262,0.24404349
31-Aug-21,100,0,1.106596123,1.230379214,0.228965606,0.882931853,2.604487664,0.069504893,0.446520568,0.027697089,0,0.249681607,3.014693693,0,0,2.965565939,4.390334962,2.768281489,0.788216188,0.37352586,0.536340933,2.633236266,1.545837009,2.605429516,0.822135092,0.11408215,0.329970786,0.13014961,1.698186357,0,0.721065427,0.250203961,1.031552548,0.695441317,4.685442604,0.401016875,0.76906098,0.652744379,2.461639079,1.006334195,0.647131619,0,0.242241814,0,2.695993871,0,4.899132555,0.439320332,0,0.676273762,0.101122468,0.1040787,1.418854561,2.689373927,1.067370534,2.839430103,0.065384773,0.807688497,2.769035526,3.089313864,0.790950126,3.701838527,1.152703432,3.39677644,0.081575321,3.913313081,0.288342009,0.147912551,0.197504367,2.616845103,0,1.091389032,0.045480608,0.059394245,0,0,0.439814842,0.112458742,3.573823606,3.975501352,2.568572,2.32840921,0.289222354,5.46196E-13,0.142520283,0.296654031
30-Sep-21,100,0,1.106028119,1.174722396,0.228304824,0.873324903,2.607426423,0.068998094,0.460796482,0.035762093,0,0.251250583,2.970378765,0,0,2.934368396,4.372010701,2.67344946,0.772024119,0.369618616,0.538493736,2.610117837,1.45472305,2.560253936,0.722407718,0.114287892,0.330940042,0.132359788,1.630103712,0,0.715692671,0.249324621,1.571912361,0.700328235,4.619725462,0.408266744,0.773128421,0.655442804,2.467362486,1.004648798,0.643055587,0,0.328149845,0,2.666300968,0.068514515,4.831823737,0.442323143,0,0.681735582,0.100166955,0.105600903,1.930493613,2.688526608,1.077372082,2.771163618,0.064185262,0.793925117,2.730856535,3.033616488,0.800261907,3.692186976,1.134564346,3.342290969,0.084082011,3.82694699,0.2819354,0.146140557,0.201415907,2.570075263,0,1.048319783,0.046394238,0.05793359,0,0,0.444720954,0.110475798,3.519735851,4.026170938,2.522448453,2.296200581,0.289341205,5.8865E-13,0.145050618,0.297512817
29-Oct-21,100,0,1.063620416,1.125506039,0.22527687,0.863089321,2.637017755,0.068124564,0.4495669,0,0,0.245509696,2.928342608,0,0,2.960380122,4.449065659,2.740926545,0.764132013,0.353627273,0.527823043,2.629241478,1.435395545,2.526442364,0.734703638,0.106949156,0.328498709,0.12909753,1.504645034,0,0.840798357,0.239679261,1.541686801,0.691714276,4.660011931,0.40763559,0.767367342,0.64287391,2.489111277,0.973664379,0.629367038,0,0.288078299,0,2.677652482,0.065043083,4.956626139,0.429491386,0,0.669728058,0.098362078,0.101442459,1.878383965,2.748235907,1.053764193,2.810405024,0.06487949,0.773125807,2.78798235,3.084408508,0.777210019,3.71436959,1.11912853,3.383094385,0.081322301,3.835891044,0.275201907,0.143929376,0,2.57006862,0,1.073801365,0.050088719,0.056486249,0,0,0.434033102,0.103900564,3.521399681,4.13399475,2.546394258,2.283286026,0.286358162,5.66007E-13,0.142504785,0.299034899
30-Nov-21,100,0,0.987566332,1.043863932,0.225648406,0.8630375,2.677816192,0.06964007,0.441582982,0,0,0.249631145,2.990954938,0,0,3.031355555,4.577757424,2.658060994,0.75188644,0.353057204,0.534124743,2.633127153,1.426375469,2.445632793,0.642951399,0.088070267,0.318215241,0.12981034,1.394961762,0,0.732426575,0.244644028,1.542578878,0.702446112,4.744660565,0.395403845,0.764559249,0.629878335,2.507737823,0.958809472,0.636628446,0,0.218008317,0,2.757990956,0.065743786,4.941047901,0.430675391,0,0.669653184,0.099040784,0.102076214,1.779532517,2.743538306,1.052730725,2.826823928,0.065489873,0.772539663,2.856837179,3.140200376,0.785238795,3.79751447,1.115135802,3.414248103,0.081199096,3.994957706,0.270107191,0.141328675,0,2.589768935,0,0.962891853,0.049600357,0.057166718,0,0,0.434858137,0.099768365,3.512844395,4.229628334,2.436319453,2.308118902,0.369648779,5.43957E-13,0.140832731,0.291992493
31-Dec-21,100,0,1.030861839,1.193056815,0.226064917,0.863000226,2.641057905,0.06903371,0.429755321,0,0,0.25279431,3.030243354,0,0,3.01615177,4.511901377,2.623206677,0.763016297,0.349708043,0.530301039,2.657752525,1.436298621,2.516813427,0.589514116,0.086240818,0.321485446,0.128048115,1.437085018,0,0.736031761,0.248524175,1.546804182,0.697115576,4.783898046,0.409218543,0.76569828,0.642549334,2.514064896,0.9661131,0.632769094,0,0.197969723,0,2.703452745,0.064716072,5.025529224,0.428511121,0,0.663962271,0.098573651,0.101889398,1.831489682,2.782743322,1.050051214,2.854329349,0.065186485,0.791748316,2.867913382,3.148192857,0.782212218,3.800883306,1.126257743,3.3392424,0.081587674,4.006198419,0.273601387,0.144233002,0,2.594587825,0,0.780807575,0.051800246,0.05760874,0,0,0.42949415,0.100443654,3.45612315,4.227754498,2.30361773,2.31446016,0.371829973,3.60042E-13,0.139168544,0.295650123
31-Jan-22,100,0,1.071676213,1.174835041,0.225061205,0.881256857,2.683441528,0.07122362,0.417497299,0,0,0.253969971,3.010242315,0,0,3.034203094,4.540528465,2.591133562,0.758620598,0.354381411,0.534468947,2.617957632,1.55448236,2.501352458,0.562632753,0.100233072,0.33248856,0.129534022,1.400938489,0,0.734538313,0.23783245,1.553017948,0.695463703,4.661784989,0.39136513,0.77538737,0.637493838,2.443898992,0.964775168,0.63923614,0,0.2103123,0,2.720333035,0.066539167,4.983395354,0.435476977,0,0.666230892,0.102083701,0.104113335,1.861744269,2.800212645,1.179830657,2.841293812,0.065958932,0.835630355,2.825493543,3.08293503,0.793288826,3.781683281,1.380360209,3.124109672,0.082221995,3.984602244,0.273275576,0.141886355,0,2.617504047,0,0.790040257,0.052662351,0.058491793,0,0,0.438860469,0.102017179,3.538598439,4.207547315,2.23505745,2.272164815,0.374076323,3.60005E-13,0.141521218,0.291492668
28-Feb-22,100,0,1.140853764,1.210790086,0.230338575,0.926254066,2.847035508,0.075799946,0.082728648,0,0,0.271987749,3.200277933,0,0,3.127469841,4.79212693,2.738579788,0.829332104,0.364737394,0.570086048,2.723903345,1.691959004,2.512758719,0.594339754,0.108245852,0.334706238,0.129738544,1.324763604,0,0.757183514,0.164626855,1.58733098,0.73262115,4.86689951,0.422557731,0.802211873,0.659394344,2.486837306,0.959019219,0.68309931,0,0.255237095,0,2.83976359,0.071449251,5.200498986,0.461781298,0,0.685448476,0.11057858,0.109935466,1.895410735,2.967857307,1.210439443,2.932837263,0.06613665,0.841797243,2.93454255,3.178636819,0.840429392,3.991252124,1.394988311,0.945941929,0.082539112,4.195994209,0.26979415,0.141459883,0,2.711390283,0,0.795120467,0.055333963,0.063714359,0,0,0.462694333,0.104400236,3.696280304,4.422235427,0.900934786,2.376257837,0.375649966,3.77595E-13,0.148816336,0.311826608
31-Mar-22,100,0,1.194579853,1.273018847,0.216674735,0.901651208,2.917161646,0.073025896,0,0,0,0.245493682,3.23740627,0,0,3.223340901,4.71636639,2.784460199,0.843678356,0.368978412,0.489895391,2.75721236,1.594167713,2.693789514,0.557885477,0.105981399,0.352384142,0.122257045,1.42975261,0,0.780017489,0.175097921,1.595326858,0.72577133,4.938204251,0.431298312,0.797174614,0.664934836,2.364013896,0.981563396,0.672023401,0,0.257318314,0,2.835764505,0.070421617,5.22407371,0.462831056,0,0.69539615,0.11040279,0.110257791,2.108939646,3.053301622,1.074663222,2.98269444,0.06302,0.861382409,2.976978931,3.26958097,0.842244368,3.949026342,1.431210967,0,0.081644697,4.161101361,0.275805835,0.144528688,0,2.730935025,0,0.825940892,0.054830393,0.053284328,0,0,0.464765843,0.097414197,3.826686619,4.300116118,1.156045583,2.387079092,0.384303577,6.30577E-13,0.150736814,0.300683739
29-Apr-22,100,0,1.345267468,1.275025732,0.222526664,0.938301039,3.01221557,0.077704429,0,0,0,0.257364001,3.278841487,0,0,3.123768194,4.846162043,2.737136193,0.880690127,0.379214409,0.515204572,2.75165224,1.635743009,2.557887633,0.512723461,0.108487212,0.361538602,0.130625012,1.328256677,0,0.781582915,0.167940131,1.576496837,0.749288543,4.874794006,0.455552009,0.814691327,0.672700706,2.491511623,0.958874929,0.694531208,0,0.272445503,0,2.811866452,0.072246024,5.090516708,0.468987055,0,0.690645157,0.119078805,0.109956299,2.042896746,3.147502995,1.157265763,2.881478832,0.065227311,0.832599796,2.849005765,3.225491278,0.872586738,3.93045504,1.406910623,0,0.084974002,4.159447131,0.276005384,0.137383444,0,2.828921931,0,0.750605293,0.058133964,0.056346795,0,0,0.490171355,0.106741649,3.978900459,4.331814808,0.973763378,2.32144589,0.387633182,6.2616E-13,0.159078773,0.337169663
31-May-22,100,0,1.334161937,1.230905971,0.223073483,0.932479855,3.008281614,0.078676796,0,0,0,0.248489657,3.302837576,0,0,3.181909095,4.827276668,2.825809554,0.870665984,0.374435221,0.518604209,2.797196687,1.680069436,2.605177207,0.513708886,0.099622746,0.342617385,0.131775156,1.191927226,0,0.758931128,0.158234322,1.571580593,0.760283927,4.901198599,0.455608221,0.793584616,0.682057108,2.319485061,0.958011322,0.70649677,0,0.212794643,0,2.820112809,0.068154729,5.172083975,0.469326811,0,0.457270539,0.116090438,0.108681317,1.99246976,3.159751878,0.920058138,2.925645823,0.066904904,0.826836682,2.912524027,3.288850009,0.88770197,3.973694089,1.685532736,0,0.080834697,4.210655353,0.266712104,0.141287228,0,2.876969295,0,0.682780535,0.058275453,0.052987258,0,0,0.471880436,0.09367092,3.883170118,4.387447669,1.127699004,2.36395913,0.382634072,5.97759E-13,0.154852348,0.314525086
30-Jun-22,100,0,1.193811278,1.042771811,0.231491761,0.961473267,3.095310691,0.085086068,0,0,0,0.258271668,3.286891731,0,0,3.253169495,5.151414325,2.732105925,0.726012664,0.351156821,0.555991883,2.744926462,1.412827274,2.408250776,0.376066295,0.093669017,0.322242315,0.13184479,1.200359096,0,0.768808302,0.159411289,1.86895384,0.677944348,5.128470843,0.471272292,0.792909699,0.770808121,2.38863839,0.859720566,0.74364561,0,0.156126361,0,2.976428237,0.063851223,5.101139538,0.489593865,0,0.422009444,0.109100055,0.108061075,1.864105805,3.206542192,0.924571198,2.991589397,0.072176658,0.82918784,2.950592746,3.393534061,0.945474377,4.034120456,1.659129675,0,0.08204789,4.344916892,0.24447165,0.1443908,0,2.78742265,0,0.555306662,0.063908545,0.052382749,0,0,0.501438974,0.09439224,3.905017478,4.571459941,0.850663293,2.423853086,0.38365063,6.50236E-13,0.164431199,0.287182407
29-Jul-22,100,0,1.214094346,1.031339992,0.227318675,0.986874946,3.03460181,0.08359065,0,0,0,0.261678548,3.35846598,0,0,3.277857819,5.095929307,2.835697457,0.726368125,0.356884472,0.54012412,2.848853163,1.266661661,2.22437676,0.379105983,0.083828394,0.306744524,0.13730645,1.101021764,0,0.816595015,0.166147143,1.732090075,0.674925608,5.137079922,0.419914802,0.798070945,0.783894416,2.356065024,0.858472057,0.741654561,0,0.15584251,0,2.983659363,0.065408709,5.226146027,0.475540617,0,0.469022021,0.10045083,0.107862584,1.862760203,3.1697658,0.713918818,2.967300336,0.068801365,0.8920717,3.00501932,3.453512431,0.933200392,4.127713982,1.705173501,0,0.075681612,4.430548138,0.261125084,0.143390415,0,2.945959821,0,0.553373817,0.062405002,0.050235502,0,0,0.500151028,0.087035641,3.877227801,4.689429989,0.675531332,2.489181483,0.37665761,6.35258E-13,0.162395172,0.27286553
31-Aug-22,100,0,1.28251533,1.065432136,0.240010131,0.859750459,3.145203535,0.086059132,0,0,0,0.261541652,3.360841367,0,0,3.185036204,5.0800184,2.712223722,0.745297344,0.382739383,0.5574101,2.821981798,1.11933117,2.462060555,0.414444014,0.09401768,0.32868364,0.141862614,0.966971937,0,0.903885977,0.176361948,1.692503597,0.685796126,5.13094592,0.25974115,0.860533235,0.829197129,2.488071466,0.926338963,0.761978624,0,0.176803401,0,2.77519945,0.070124402,5.153897852,0.505055975,0,0.473662959,0.108705308,0.114605018,1.930786027,3.269008324,0.862325428,2.951843214,0.070294246,0.88771086,2.962619408,3.450110309,0.623980019,4.107371206,1.770613361,0,0.078982735,4.336617166,0.272681964,0.14468863,0,2.916713659,0,0.627367862,0.064278795,0.056182756,0,0,0.524115864,0.100814522,3.932908563,4.746386009,0.605863177,2.436996318,0.398518661,5.70089E-13,0.168576705,0.294803404
30-Sep-22,100,0,1.275026868,0.956745017,0.244203429,0.859461615,3.250550816,0.088440971,0,0,0,0.281067479,3.495701038,0,0,3.207476178,5.33512393,2.71839494,0.765810452,0.382682598,0.320420599,2.845551846,1.059578658,2.380003653,0.364947371,0.09324979,0.325200024,0.147245368,1.02529952,0,0.902767176,0.184875608,1.677225988,0.707983176,5.152655429,0.278676173,0.872642345,0.853114116,2.501680663,0.946005428,0.775313387,0,0.161026391,0,2.796519933,0.075529146,5.098613932,0.482655816,0,0.471985691,0.110878745,0.121971462,1.900890988,3.315488521,0.634202562,2.879265278,0.07242557,0.86937186,2.948626096,3.414975562,0.660359761,4.008673451,1.728978537,0,0.081949232,4.377010703,0.265570683,0.142621448,0,2.922140311,0,0.512870217,0.079277931,0.056453619,0,0,0.558722102,0.109024672,4.151772783,4.775888447,0.658552274,2.433822316,0.413228019,5.10093E-13,0.180188376,0.253345916
31-Oct-22,100,0,1.390236414,1.050161072,0.249008839,0.871696751,3.267115952,0.089168941,0,0,0,0.279565006,3.516145158,0,0,3.182194689,5.132156004,2.693720343,0.780867293,0.396986135,0.324060744,2.905957342,1.189916705,2.553713691,0.396429197,0.096254807,0.352220544,0.14563222,0.786928288,0,0.936633829,0.177902281,1.725647584,0.700122689,5.030752942,0.291485281,0.875026201,0.876310073,2.265115962,0.991604162,0.781021418,0,0.164161534,0,2.663200287,0.067659602,5.245463098,0.387290984,0,0.487420036,0.110577592,0.122386074,1.933576276,3.402716737,0.513304541,2.850029271,0.070123855,0.898190556,2.948692767,3.446712017,0.659332243,3.920710405,1.772642103,0,0.083959674,4.373856026,0.271039899,0.151965138,0,3.004175941,0,0.462732001,0.070942637,0.057425547,0,0,0.562689276,0.116245516,4.357775454,4.662981128,0.563184158,2.501765678,0.416697705,5.06375E-13,0.177665052,0.198950638
30-Nov-22,100,0,1.386451745,1.184561971,0.248936574,0.834021498,3.142391951,0.083080599,0,0,0,0.256374668,3.40528354,0,0,3.203923795,4.826994503,2.685573148,0.775717178,0.404245924,0.300141459,2.924434231,1.302799776,2.633482439,0.393580833,0.10780278,0.369699861,0.145098806,0.871222596,0,0.896260727,0.180576167,1.677585134,0.679705175,4.963371261,0.284688048,0.831672688,0.860490423,2.246301055,1.047398278,0.729089832,0,0.148743831,0,2.614189933,0.065115948,5.189246283,0.376493568,0,0.50061628,0.114710551,0.116480557,2.04573944,3.271421708,0.589901314,2.956897097,0.071426005,0.891433814,2.923529851,3.372941083,1.138093546,3.820600985,1.759542872,0,0.077826141,4.371038693,0.275520584,0.146806929,0,2.991724052,0,0.584822539,0.065271496,0.057181981,0,0,0.524752014,0.124540087,4.330654218,4.524061914,0.686965288,2.589012684,0.412427522,6.09792E-13,0.162862772,0.224447758
30-Dec-22,100,0,1.332144154,1.228791884,0.257730299,0.782572557,3.176718085,0.083142961,0,0,0,0.267546728,3.351193063,0,0,3.206033411,4.813431313,2.770416438,0.786464779,0.317713704,0.301320255,2.926875686,1.368271737,2.623380796,0.412412014,0.104010698,0.361490886,0.148821741,0.84098897,0,0.907470238,0.186372751,1.735649109,0.679692325,4.989518939,0.293724885,0.851010743,0.867969748,2.269105601,1.038848593,0.73631311,0,0.145478726,0,2.585829338,0.06583966,5.157754067,0.396020612,0,0.491545382,0.116488757,0.118034707,1.955646214,3.306361754,0.573177952,2.910804623,0.072823094,0.903053719,2.867903,3.415484399,1.143605285,3.842956151,1.751501054,0,0.080067974,4.407121936,0.273379793,0.143777055,0,2.947661266,0,0.569431901,0.065374233,0.059840102,0,0,0.526331852,0.117594109,4.424858035,4.553815407,0.619871248,2.568801444,0.421624696,5.60295E-13,0.163917328,0.219074922
31-Jan-23,100,0,1.381466023,1.417386564,0.245302144,0.764665943,3.096111873,0.080502015,0,0,0,0.248589599,3.301585892,0,0,3.189710379,4.723661779,2.759286109,0.775637581,0.306553347,0.281880787,2.905478065,1.35232347,2.611693691,0.462690211,0.109312427,0.359415612,0.145012551,0.827748849,0,0.891962333,0.178655793,2.280704626,0.82201782,4.989882872,0.251023064,0.831255613,0.835865833,1.324396716,1.005371571,0.719384824,0,0.154299033,0,2.578072904,0.069174256,5.293747568,0.337347148,0,0.47798511,0.117891567,0.115203976,1.897142377,3.275359679,0.608450176,2.891522306,0.074680399,0.8854514,2.84177735,3.428663311,1.104881501,3.804733636,2.194266412,0,0.077936631,4.580571916,0.27921863,0.430421797,0,2.918027993,0,0.627935599,0.059679173,0.063600626,0,0,0.508579231,0.104141493,4.325453353,4.457144443,0.628049959,2.504569663,0.411036224,5.90527E-13,0.159804663,0.23664252
28-Feb-23,100,0,1.386006537,1.353376985,0.249514463,0.775706316,3.161828672,0.082630889,0,0,0,0.240305065,3.2874686,0,0,3.187186765,4.736044683,2.77334207,0.783846992,0.30715093,0.289989845,2.946921854,1.011426573,2.560504899,0.45816777,0.114059553,0.355437143,0.148160815,0.862809982,0,0.895913917,0.180655679,2.305214541,0.823240465,4.996915127,0.256642478,0.85150279,0.850708862,1.35631363,1.010652866,0.72491034,0,0.17023717,0,2.580467123,0.071541146,5.241251752,0.336535536,0,0.467295062,0.115727538,0.118520025,1.957359344,3.323477796,0.635489617,2.886288606,0.076863526,0.869604154,2.865554952,3.423724679,1.120948552,3.780974087,2.213367391,0,0.077173813,4.567854597,0.272795816,0.431812133,0,2.954639089,0,0.693289718,0.060903061,0.065943009,0,0,0.511597375,0.112550733,4.368307642,4.444809925,0.562148109,2.504075731,0.411046881,7.01345E-13,0.162906157,0.218360055
31-Mar-23,100,0,1.302948825,1.206382546,0.24246996,0.748967266,3.100608794,0.079719238,0,0,0,0.173320801,3.342518117,0,0,3.251173413,4.605393946,2.871300829,0.782629744,0.303474224,0.288383865,2.95014877,0.959691532,2.331973715,0.46961729,0.116131997,0.33554195,0.143385653,0.795823672,0,0.897459823,0.180630022,2.342745451,0.829493846,5.015001324,0.258168274,0.838330047,0.829739212,1.331558022,0.970886566,0.715770511,0,0.157541449,0,2.626417934,0.071330411,5.267962383,0.320225709,0,0.905067596,0.104377194,0.118076149,1.86798881,3.290559133,0.517229588,2.961075421,0.07203485,0.875772695,2.892979324,3.469550985,1.128667132,3.827196357,2.248032127,0,0.072673491,4.759402534,0.257984321,0.43452122,0,2.929380153,0,0.662769591,0.05819074,0.061596488,0,0,0.508054209,0.093453512,4.513134647,4.463699692,0.550263049,2.522226603,0.403571758,7.4714E-13,0.161496115,0.21410739
28-Apr-23,100,0,1.250124147,1.046855418,0.241995054,0.747116627,3.127163849,0.078696224,0,0,0,0.181985045,3.373201373,0,0,3.260552282,4.544892924,2.753454686,1.020598658,0.294416818,0.284944214,2.956772253,1.046389927,2.063865706,0.501496752,0.114464366,0.323160983,0.140368058,0.806978756,0,0.879686121,0.178791859,2.208164277,0.823933443,5.008791411,0.255269238,0.823462211,1.014733013,1.319376052,0.892090813,0.708034444,0,0.142909074,0,2.55201748,0.064702518,5.230411868,0.322971158,0,0.896871882,0.100636153,0.112991213,1.820561529,3.294298834,0.494780558,2.971961695,0.071369744,0.853079281,2.9214605,3.471638621,1.934607513,3.804999151,2.247070724,0,0.072065305,4.725814063,0.25038414,0.436664647,0,2.87480382,0,0.616116701,0.055587066,0.062071592,0,0,0.503345201,0.083540058,4.503283607,4.441320763,0.514759717,2.500445723,0.401523314,6.20904E-13,0.158759198,0.218348591
31-May-23,100,0,1.246099022,1.110607767,0.24208404,0.745441485,3.070618347,0.079442147,0,0,0,0.193267177,3.373989517,0,0,3.209099113,4.515695631,2.764059226,1.020106759,0.301268278,0.285678935,2.929969369,0.890123721,2.097203676,0.520503224,0.112926416,0.337969914,0.140918388,0.868401877,0,0.847998514,0.181812988,2.372220212,0.825428709,4.977104129,0.254968319,0.822381836,1.013373008,1.314619943,0.954206789,0.707031228,0,0.139889225,0,2.528723615,0.065187276,5.156744485,0.318239498,0,0.88534009,0.10206137,0.113834498,1.914960672,3.271062159,0.529468205,2.953425347,0.073139919,0.845033942,2.854239165,3.45755559,2.180849384,3.73962105,2.220417803,0,0.073619639,4.834338627,0.247525045,0.418856567,0,2.793681179,0,0.673990535,0.065849876,0.06589578,0,0,0.500972521,0.101184002,4.309381129,4.439319923,0.572854389,2.446731278,0.394926441,5.35318E-13,0.156726211,0.227733858
30-Jun-23,100,0,1.221921533,1.390024389,0.240495443,0.735858607,3.083880432,0.079124235,0,0,0,0.204372476,3.359030236,0,0,3.207651393,4.487839315,2.804961345,1.005046466,0.294649278,0,2.957227294,0.887205228,2.174387254,0.567575611,0.108364491,0.332809192,0.137999642,0.905717299,0,1.001125832,0.17931004,2.358046893,0.809451285,4.909788531,0.250174146,0.810262069,1.019712115,1.300849224,0.973603379,0.689712592,0,0.153255441,0,2.494996255,0.065832334,5.200703123,0.326268127,0,0.869169195,0.108855213,0.112453204,2.006468853,3.249808446,0.658916153,2.94772096,0.074304824,0.845298013,2.818478955,3.372920103,1.821454915,3.71944852,2.108756623,0,0.075278149,4.797300791,0.260821279,0.418881646,0,2.781289774,0,0.804193696,0.064742418,0.065336338,0,0,0.405340974,0.107909047,4.42084787,4.40989885,0.720513643,2.409222345,0.395052863,5.72549E-13,0.154763933,0.265319865
